93,Gengar,60,65,60,130,75,110,13,7
94,Onix,35,45,160,30,45,70,12,8
95,Drowzee,60,48,45,43,90,42,10,20
96,Hypno,85,73,70,73,115,67,10,20
97,Krabby,30,105,90,25,25,50,2,20
98,Kingler,55,130,115,50,50,75,2,20
99,Voltorb,40,30,50,55,55,100,4,20
100,Electrode,60,50,70,80,80,140,4,20
101,Exeggcute,60,40,80,60,45,40,3,10
102,Exeggutor,95,95,85,125,65,55,3,10
103,Cubone,50,50,95,40,50,35,8,20
104,Marowak,60,80,110,50,80,45,8,20
105,Hitmonlee,50,120,53,35,110,87,6,20
106,Hitmonchan,50,105,79,35,110,76,6,20
107,Lickitung,90,55,75,60,75,30,0,20
108,Koffing,40,65,95,60,45,35,7,20
109,Weezing,65,90,120,85,70,60,7,20
110,Rhyhorn,80,85,95,30,30,25,8,12
111,Rhydon,105,130,120,45,45,40,8,12
112,Chansey,250,5,5,35,105,50,0,20
113,Tangela,65,55,115,100,40,60,3,20
114,Kangaskhan,105,95,80,40,80,90,0,20
115,Horsea,30,40,70,70,25,60,2,20
116,Seadra,55,65,95,95,45,85,2,20
117,Goldeen,45,67,60,35,50,63,2,20
118,Seaking,80,92,65,65,80,68,2,20
119,Staryu,30,45,55,70,55,85,2,20
120,Starmie,60,75,85,100,85,115,2,10
121,Mr. Mime,40,45,65,100,120,90,10,17
122,Scyther,70,110,80,55,80,105,11,9
123,Jynx,65,50,35,115,95,95,5,10
124,Electabuzz,65,83,57,95,85,105,4,20
125,Magmar,65,95,57,100,85,93,1,20
126,Pinsir,65,125,100,55,70,85,11,20
127,Tauros,75,100,95,40,70,110,0,20
128,Magikarp,20,10,55,15,20,80,2,20
129,Gyarados,95,125,79,60,100,81,2,9
130,Lapras,130,85,80,85,95,60,2,5
131,Ditto,48,48,48,48,48,48,0,20
132,Eevee,55,55,50,45,65,55,0,20
133,Vaporeon,130,65,60,110,95,65,2,20
134,Jolteon,65,65,60,110,95,130,4,20
135,Flareon,65,130,60,95,110,65,1,20
136,Porygon,65,60,70,85,75,40,0,20
137,Omanyte,35,40,100,90,55,35,12,2
138,Omastar,70,60,125,115,70,55,12,2
139,Kabuto,30,80,90,55,45,55,12,2
140,Kabutops,60,115,105,65,70,80,12,2
141,Aerodactyl,80,105,65,60,75,130,12,9
142,Snorlax,160,110,65,65,110,30,0,20
143,Articuno,90,85,100,95,125,85,5,9
144,Zapdos,90,90,85,125,90,100,4,9
145,Moltres,90,100,90,125,85,90,1,9
146,Dratini,41,64,45,50,50,50,14,20
147,Dragonair,61,84,65,70,70,70,14,20
148,Dragonite,91,134,95,100,100,80,14,9
149,Mewtwo,106,110,90,154,90,130,10,20
150,Mew,100,100,100,100,100,100,10,20
151,Chikorita,45,49,65,49,65,45,3,20
152,Bayleef,60,62,80,63,80,60,3,20
153,Meganium,80,82,100,83,100,80,3,20
154,Cyndaquil,39,52,43,60,50,65,1,20
155,Quilava,58,64,58,80,65,80,1,20
156,Typhlosion,78,84,78,109,85,100,1,20
157,Totodile,50,65,64,44,48,43,2,20
158,Croconaw,65,80,80,59,63,58,2,20
159,Feraligatr,85,105,100,79,83,78,2,20
160,Sentret,35,46,34,35,45,20,0,20
161,Furret,85,76,64,45,55,90,0,20
162,Hoothoot,60,30,30,36,56,50,0,9
163,Noctowl,100,50,50,76,96,70,0,9
164,Ledyba,40,20,30,40,80,55,11,9
165,Ledian,55,35,50,55,110,85,11,9
166,Spinarak,40,60,40,40,40,30,11,7
167,Ariados,70,90,70,60,60,40,11,7
168,Crobat,85,90,80,70,80,130,7,9
169,Chinchou,75,38,38,56,56,67,2,4
170,Lanturn,125,58,58,76,76,67,2,4
171,Pichu,20,40,15,35,35,60,4,20
172,Cleffa,50,25,28,45,55,15,17,20
173,Igglybuff,90,30,15,40,20,15,0,17
174,Togepi,35,20,65,40,65,20,17,20
175,Togetic,55,40,85,80,105,40,17,9
176,Natu,40,50,45,70,45,70,10,9
177,Xatu,65,75,70,95,70,95,10,9
178,Mareep,55,40,40,65,45,35,4,20
179,Flaaffy,70,55,55,80,60,45,4,20
180,Ampharos,90,75,75,115,90,55,4,20
181,Bellossom,75,80,85,90,100,50,3,20
182,Marill,70,20,50,20,50,40,2,17
183,Azumarill,100,50,80,50,80,50,2,17
184,Sudowoodo,70,100,115,30,65,30,12,20
185,Politoed,90,75,75,90,100,70,2,20
186,Hoppip,35,35,40,35,55,50,3,9
187,Skiploom,55,45,50,45,65,80,3,9
188,Jumpluff,75,55,70,55,85,110,3,9
189,Aipom,55,70,55,40,55,85,0,20
190,Sunkern,30,30,30,30,30,30,3,20
191,Sunflora,75,75,55,105,85,30,3,20
192,Yanma,65,65,45,75,45,95,11,9
193,Wooper,55,45,45,25,25,15,2,8
194,Quagsire,95,85,85,65,65,35,2,8
195,Espeon,65,65,60,130,95,110,10,20
196,Umbreon,95,65,110,60,130,65,15,20
197,Murkrow,60,85,42,85,42,91,15,9
198,Slowking,95,75,80,100,110,30,2,10
199,Misdreavus,60,60,60,85,85,85,13,20
200,Unown,48,72,48,72,48,48,10,20
201,Wobbuffet,190,33,58,33,58,33,10,20
202,Girafarig,70,80,65,90,65,85,0,10
203,Pineco,50,65,90,35,35,15,11,20
204,Forretress,75,90,140,60,60,40,11,16
205,Dunsparce,100,70,70,65,65,45,0,20
206,Gligar,65,75,105,35,65,85,8,9
207,Steelix,75,85,200,55,65,30,16,8
208,Snubbull,60,80,50,40,40,30,17,20
209,Granbull,90,120,75,60,60,45,17,20
210,Qwilfish,65,95,75,55,55,85,2,7
211,Scizor,70,130,100,55,80,65,11,16
212,Shuckle,20,10,230,10,230,5,11,12
213,Heracross,80,125,75,40,95,85,11,6
214,Sneasel,55,95,55,35,75,115,15,5
215,Teddiursa,60,80,50,50,50,40,0,20
216,Ursaring,90,130,75,75,75,55,0,20
217,Slugma,40,40,40,70,40,20,1,20
218,Magcargo,50,50,120,80,80,30,1,12
219,Swinub,50,50,40,30,30,50,5,8
220,Piloswine,100,100,80,60,60,50,5,8
221,Corsola,55,55,85,65,85,35,2,12
222,Remoraid,35,65,35,65,35,65,2,20
223,Octillery,75,105,75,105,75,45,2,20
224,Delibird,45,55,45,65,45,75,5,9
225,Mantine,65,40,70,80,140,70,2,9
226,Skarmory,65,80,140,40,70,70,16,9
227,Houndour,45,60,30,80,50,65,15,1
228,Houndoom,75,90,50,110,80,95,15,1
229,Kingdra,75,95,95,95,95,85,2,14
230,Phanpy,90,60,60,40,40,40,8,20
231,Donphan,90,120,120,60,60,50,8,20
232,Porygon2,85,80,90,105,95,60,0,20
233,Stantler,73,95,62,85,65,85,0,20
234,Smeargle,55,20,35,20,45,75,0,20
235,Tyrogue,35,35,35,35,35,35,6,20
236,Hitmontop,50,95,95,35,110,70,6,20
237,Smoochum,45,30,15,85,65,65,5,10
238,Elekid,45,63,37,65,55,95,4,20
239,Magby,45,75,37,70,55,83,1,20
240,Miltank,95,80,105,40,70,100,0,20
241,Blissey,255,10,10,75,135,55,0,20
242,Raikou,90,85,75,115,100,115,4,20
243,Entei,115,115,85,90,75,100,1,20
244,Suicune,100,75,115,90,115,85,2,20
245,Larvitar,50,64,50,45,50,41,12,8
246,Pupitar,70,84,70,65,70,51,12,8
247,Tyranitar,100,134,110,95,100,61,12,15
248,Lugia,106,90,130,90,154,110,10,9
249,Ho-Oh,106,130,90,110,154,90,1,9
250,Celebi,100,100,100,100,100,100,10,3
251,Treecko,40,45,35,65,55,70,3,20
252,Grovyle,50,65,45,85,65,95,3,20
253,Sceptile,70,85,65,105,85,120,3,20
254,Torchic,45,60,40,70,50,45,1,20
255,Combusken,60,85,60,85,60,55,1,6
256,Blaziken,80,120,70,110,70,80,1,6
257,Mudkip,50,70,50,50,50,40,2,20
258,Marshtomp,70,85,70,60,70,50,2,8
259,Swampert,100,110,90,85,90,60,2,8
260,Poochyena,35,55,35,30,30,35,15,20
261,Mightyena,70,90,70,60,60,70,15,20
262,Zigzagoon,38,30,41,30,41,60,0,20
263,Linoone,78,70,61,50,61,100,0,20
264,Wurmple,45,45,35,20,30,20,11,20
265,Silcoon,50,35,55,25,25,15,11,20
266,Beautifly,60,70,50,90,50,65,11,9
267,Cascoon,50,35,55,25,25,15,11,20
268,Dustox,60,50,70,50,90,65,11,7
269,Lotad,40,30,30,40,50,30,2,3
270,Lombre,60,50,50,60,70,50,2,3
271,Ludicolo,80,70,70,90,100,70,2,3
272,Seedot,40,40,50,30,30,30,3,20
273,Nuzleaf,70,70,40,60,40,60,3,15
274,Shiftry,90,100,60,90,60,80,3,15
275,Taillow,40,55,30,30,30,85,0,9
276,Swellow,60,85,60,50,50,125,0,9
277,Wingull,40,30,30,55,30,85,2,9
278,Pelipper,60,50,100,85,70,65,2,9
279,Ralts,28,25,25,45,35,40,10,17
280,Kirlia,38,35,35,65,55,50,10,17
281,Gardevoir,68,65,65,125,115,80,10,17
282,Surskit,40,30,32,50,52,65,11,2
283,Masquerain,70,60,62,80,82,60,11,9
284,Shroomish,60,40,60,40,60,35,3,20
285,Breloom,60,130,80,60,60,70,3,6
286,Slakoth,60,60,60,35,35,30,0,20
287,Vigoroth,80,80,80,55,55,90,0,20
288,Slaking,150,160,100,95,65,100,0,20
289,Nincada,31,45,90,30,30,40,11,8
290,Ninjask,61,90,45,50,50,160,11,9
291,Shedinja,1,90,45,30,30,40,11,13
292,Whismur,64,51,23,51,23,28,0,20
293,Loudred,84,71,43,71,43,48,0,20
294,Exploud,104,91,63,91,63,68,0,20
295,Makuhita,72,60,30,20,30,25,6,20
296,Hariyama,144,120,60,40,60,50,6,20
297,Azurill,50,20,40,20,40,20,0,17
298,Nosepass,30,45,135,45,90,30,12,20
299,Skitty,50,45,45,35,35,50,0,20
300,Delcatty,70,65,65,55,55,70,0,20
301,Sableye,50,75,75,65,65,50,15,13
302,Mawile,50,85,85,55,55,50,16,17
303,Aron,50,70,100,40,40,30,16,12
304,Lairon,60,90,140,50,50,40,16,12
305,Aggron,70,110,180,60,60,50,16,12
306,Meditite,30,40,55,40,55,60,6,10
307,Medicham,60,60,75,60,75,80,6,10
308,Electrike,40,45,40,65,40,65,4,20
309,Manectric,70,75,60,105,60,105,4,20
310,Plusle,60,50,40,85,75,95,4,20
311,Minun,60,40,50,75,85,95,4,20
312,Volbeat,65,73,55,47,75,85,11,20
313,Illumise,65,47,55,73,75,85,11,20
314,Roselia,50,60,45,100,80,65,3,7
315,Gulpin,70,43,53,43,53,40,7,20
316,Swalot,100,73,83,73,83,55,7,20
317,Carvanha,45,90,20,65,20,65,2,15
318,Sharpedo,70,120,40,95,40,95,2,15
319,Wailmer,130,70,35,70,35,60,2,20
320,Wailord,170,90,45,90,45,60,2,20
321,Numel,60,60,40,65,45,35,1,8
322,Camerupt,70,100,70,105,75,40,1,8
323,Torkoal,70,85,140,85,70,20,1,20
324,Spoink,60,25,35,70,80,60,10,20
325,Grumpig,80,45,65,90,110,80,10,20
326,Spinda,60,60,60,60,60,60,0,20
327,Trapinch,45,100,45,45,45,10,8,20
328,Vibrava,50,70,50,50,50,70,8,14
329,Flygon,80,100,80,80,80,100,8,14
330,Cacnea,50,85,40,85,40,35,3,20
331,Cacturne,70,115,60,115,60,55,3,15
332,Swablu,45,40,60,40,75,50,0,9
333,Altaria,75,70,90,70,105,80,14,9
334,Zangoose,73,115,60,60,60,90,0,20
335,Seviper,73,100,60,100,60,65,7,20
336,Lunatone,70,55,65,95,85,70,12,10
337,Solrock,70,95,85,55,65,70,12,10
338,Barboach,50,48,43,46,41,60,2,8
339,Whiscash,110,78,73,76,71,60,2,8
340,Corphish,43,80,65,50,35,35,2,20
341,Crawdaunt,63,120,85,90,55,55,2,15
342,Baltoy,40,40,55,40,70,55,8,10
343,Claydol,60,70,105,70,120,75,8,10
344,Lileep,66,41,77,61,87,23,12,3
345,Cradily,86,81,97,81,107,43,12,3
346,Anorith,45,95,50,40,50,75,12,11
347,Armaldo,75,125,100,70,80,45,12,11
348,Feebas,20,15,20,10,55,80,2,20
349,Milotic,95,60,79,100,125,81,2,20
350,Castform,70,70,70,70,70,70,0,20
351,Kecleon,60,90,70,60,120,40,0,20
352,Shuppet,44,75,35,63,33,45,13,20
353,Banette,64,115,65,83,63,65,13,20
354,Duskull,20,40,90,30,90,25,13,20
355,Dusclops,40,70,130,60,130,25,13,20
356,Tropius,99,68,83,72,87,51,3,9
357,Chimecho,65,50,70,95,80,65,10,20
358,Absol,65,130,60,75,60,75,15,20
359,Wynaut,95,23,48,23,48,23,10,20
360,Snorunt,50,50,50,50,50,50,5,20
361,Glalie,80,80,80,80,80,80,5,20
362,Spheal,70,40,50,55,50,25,5,2
363,Sealeo,90,60,70,75,70,45,5,2
364,Walrein,110,80,90,95,90,65,5,2
365,Clamperl,35,64,85,74,55,32,2,20
366,Huntail,55,104,105,94,75,52,2,20
367,Gorebyss,55,84,105,114,75,52,2,20
368,Relicanth,100,90,130,45,65,55,2,12
369,Luvdisc,43,30,55,40,65,97,2,20
370,Bagon,45,75,60,40,30,50,14,20
371,Shelgon,65,95,100,60,50,50,14,20
372,Salamence,95,135,80,110,80,100,14,9
373,Beldum,40,55,80,35,60,30,16,10
374,Metang,60,75,100,55,80,50,16,10
375,Metagross,80,135,130,95,90,70,16,10
376,Regirock,80,100,200,50,100,50,12,20
377,Regice,80,50,100,100,200,50,5,20
378,Registeel,80,75,150,75,150,50,16,20
379,Latias,80,80,90,110,130,110,14,10
380,Latios,80,90,80,130,110,110,14,10
381,Kyogre,100,100,90,150,140,90,2,20
382,Groudon,100,150,140,100,90,90,8,20
383,Rayquaza,105,150,90,150,90,95,14,9
384,Jirachi,100,100,100,100,100,100,16,10
385,Deoxys,50,150,50,150,50,150,10,20
386,Turtwig,55,68,64,45,55,31,3,20
387,Grotle,75,89,85,55,65,36,3,20
388,Torterra,95,109,105,75,85,56,3,8
389,Chimchar,44,58,44,58,44,61,1,20
390,Monferno,64,78,52,78,52,81,1,6
391,Infernape,76,104,71,104,71,108,1,6
392,Piplup,53,51,53,61,56,40,2,20
393,Prinplup,64,66,68,81,76,50,2,20
394,Empoleon,84,86,88,111,101,60,2,16
395,Starly,40,55,30,30,30,60,0,9
396,Staravia,55,75,50,40,40,80,0,9
397,Staraptor,85,120,70,50,50,100,0,9
398,Bidoof,59,45,40,35,40,31,0,20
399,Bibarel,79,85,60,55,60,71,0,2
400,Kricketot,37,25,41,25,41,25,11,20
401,Kricketune,77,85,51,55,51,65,11,20
402,Shinx,45,65,34,40,34,45,4,20
403,Luxio,60,85,49,60,49,60,4,20
404,Luxray,80,120,79,95,79,70,4,20
405,Budew,40,30,35,50,70,55,3,7
406,Roserade,60,70,55,125,105,90,3,7
407,Cranidos,67,125,40,30,30,58,12,20
408,Rampardos,97,165,60,65,50,58,12,20
409,Shieldon,30,42,118,42,88,30,12,16
410,Bastiodon,60,52,168,47,138,30,12,16
411,Burmy,40,29,45,29,45,36,11,20
412,Wormadam,60,59,85,79,105,36,11,3
413,Mothim,70,94,50,94,50,66,11,9
414,Combee,30,30,42,30,42,70,11,9
415,Vespiquen,70,80,102,80,102,40,11,9
416,Pachirisu,60,45,70,45,90,95,4,20
417,Buizel,55,65,35,60,30,85,2,20
418,Floatzel,85,105,55,85,50,115,2,20
419,Cherubi,45,35,45,62,53,35,3,20
420,Cherrim,70,60,70,87,78,85,3,20
421,Shellos,76,48,48,57,62,34,2,20
422,Gastrodon,111,83,68,92,82,39,2,8
423,Ambipom,75,100,66,60,66,115,0,20
424,Drifloon,90,50,34,60,44,70,13,9
425,Drifblim,150,80,44,90,54,80,13,9
426,Buneary,55,66,44,44,56,85,0,20
427,Lopunny,65,76,84,54,96,105,0,20
428,Mismagius,60,60,60,105,105,105,13,20
429,Honchkrow,100,125,52,105,52,71,15,9
430,Glameow,49,55,42,42,37,85,0,20
431,Purugly,71,82,64,64,59,112,0,20
432,Chingling,45,30,50,65,50,45,10,20
433,Stunky,63,63,47,41,41,74,7,15
434,Skuntank,103,93,67,71,61,84,7,15
435,Bronzor,57,24,86,24,86,23,16,10
436,Bronzong,67,89,116,79,116,33,16,10
437,Bonsly,50,80,95,10,45,10,12,20
438,Mime Jr.,20,25,45,70,90,60,10,17
439,Happiny,100,5,5,15,65,30,0,20
440,Chatot,76,65,45,92,42,91,0,9
441,Spiritomb,50,92,108,92,108,35,13,15
442,Gible,58,70,45,40,45,42,14,8
443,Gabite,68,90,65,50,55,82,14,8
444,Garchomp,108,130,95,80,85,102,14,8
445,Munchlax,135,85,40,40,85,5,0,20
446,Riolu,40,70,40,35,40,60,6,20
447,Lucario,70,110,70,115,70,90,6,16
448,Hippopotas,68,72,78,38,42,32,8,20
449,Hippowdon,108,112,118,68,72,47,8,20
450,Skorupi,40,50,90,30,55,65,7,11
451,Drapion,70,90,110,60,75,95,7,15
452,Croagunk,48,61,40,61,40,50,7,6
453,Toxicroak,83,106,65,86,65,85,7,6
454,Carnivine,74,100,72,90,72,46,3,20
455,Finneon,49,49,56,49,61,66,2,20
456,Lumineon,69,69,76,69,86,91,2,20
457,Mantyke,45,20,50,60,120,50,2,9
458,Snover,60,62,50,62,60,40,3,5
459,Abomasnow,90,92,75,92,85,60,3,5
460,Weavile,70,120,65,45,85,125,15,5
461,Magnezone,70,70,115,130,90,60,4,16
462,Lickilicky,110,85,95,80,95,50,0,20
463,Rhyperior,115,140,130,55,55,40,8,12
464,Tangrowth,100,100,125,110,50,50,3,20
465,Electivire,75,123,67,95,85,95,4,20
466,Magmortar,75,95,67,125,95,83,1,20
467,Togekiss,85,50,95,120,115,80,17,9
468,Yanmega,86,76,86,116,56,95,11,9
469,Leafeon,65,110,130,60,65,95,3,20
470,Glaceon,65,60,110,130,95,65,5,20
471,Gliscor,75,95,125,45,75,95,8,9
472,Mamoswine,110,130,80,70,60,80,5,8
473,Porygon-Z,85,80,70,135,75,90,0,20
474,Gallade,68,125,65,65,115,80,10,6
475,Probopass,60,55,145,75,150,40,12,16
476,Dusknoir,45,100,135,65,135,45,13,20
477,Froslass,70,80,70,80,70,110,5,13
478,Rotom,50,50,77,95,77,91,4,13
479,Uxie,75,75,130,75,130,95,10,20
480,Mesprit,80,105,105,105,105,80,10,20
481,Azelf,75,125,70,125,70,115,10,20
482,Dialga,100,120,120,150,100,90,16,14
483,Palkia,90,120,100,150,120,100,2,14
484,Heatran,91,90,106,130,106,77,1,16
485,Regigigas,110,160,110,80,110,100,0,20
486,Giratina,150,100,120,100,120,90,13,14
487,Cresselia,120,70,120,75,130,85,10,20
488,Phione,80,80,80,80,80,80,2,20
489,Manaphy,100,100,100,100,100,100,2,20
490,Darkrai,70,90,90,135,90,125,15,20
491,Shaymin,100,100,100,100,100,100,3,20
492,Arceus,120,120,120,120,120,120,0,20
493,Victini,100,100,100,100,100,100,10,1
494,Snivy,45,45,55,45,55,63,3,20
495,Servine,60,60,75,60,75,83,3,20
496,Serperior,75,75,95,75,95,113,3,20
497,Tepig,65,63,45,45,45,45,1,20
498,Pignite,90,93,55,70,55,55,1,6
499,Emboar,110,123,65,100,65,65,1,6
500,Oshawott,55,55,45,63,45,45,2,20
501,Dewott,75,75,60,83,60,60,2,20
502,Samurott,95,100,85,108,70,70,2,20
503,Patrat,45,55,39,35,39,42,0,20
504,Watchog,60,85,69,60,69,77,0,20
505,Lillipup,45,60,45,25,45,55,0,20
506,Herdier,65,80,65,35,65,60,0,20
507,Stoutland,85,100,90,45,90,80,0,20
508,Purrloin,41,50,37,50,37,66,15,20
509,Liepard,64,88,50,88,50,106,15,20
510,Pansage,50,53,48,53,48,64,3,20
511,Simisage,75,98,63,98,63,101,3,20
512,Pansear,50,53,48,53,48,64,1,20
513,Simisear,75,98,63,98,63,101,1,20
514,Panpour,50,53,48,53,48,64,2,20
515,Simipour,75,98,63,98,63,101,2,20
516,Munna,76,25,45,67,55,24,10,20
517,Musharna,116,55,85,107,95,29,10,20
518,Pidove,50,55,50,36,30,43,0,9
519,Tranquill,62,77,62,50,42,65,0,9
520,Unfezant,80,105,80,65,55,93,0,9
521,Blitzle,45,60,32,50,32,76,4,20
522,Zebstrika,75,100,63,80,63,116,4,20
523,Roggenrola,55,75,85,25,25,15,12,20
524,Boldore,70,105,105,50,40,20,12,20
525,Gigalith,85,135,130,60,70,25,12,20
526,Woobat,55,45,43,55,43,72,10,9
527,Swoobat,67,57,55,77,55,114,10,9
528,Drilbur,60,85,40,30,45,68,8,20
529,Excadrill,110,135,60,50,65,88,8,16
530,Audino,103,60,86,60,86,50,0,20
531,Timburr,75,80,55,25,35,35,6,20
532,Gurdurr,85,105,85,40,50,40,6,20
533,Conkeldurr,105,140,95,55,65,45,6,20
534,Tympole,50,50,40,50,40,64,2,20
535,Palpitoad,75,65,55,65,55,69,2,8
536,Seismitoad,105,85,75,85,75,74,2,8
537,Throh,120,100,85,30,85,45,6,20
538,Sawk,75,125,75,30,75,85,6,20
539,Sewaddle,45,53,70,40,60,42,11,3
540,Swadloon,55,63,90,50,80,42,11,3
541,Leavanny,75,103,80,70,70,92,11,3
542,Venipede,30,45,59,30,39,57,11,7
543,Whirlipede,40,55,99,40,79,47,11,7
544,Scolipede,60,90,89,55,69,112,11,7
545,Cottonee,40,27,60,37,50,66,3,17
546,Whimsicott,60,67,85,77,75,116,3,17
547,Petilil,45,35,50,70,50,30,3,20
548,Lilligant,70,60,75,110,75,90,3,20
549,Basculin,70,92,65,80,55,98,2,20
550,Sandile,50,72,35,35,35,65,8,15
551,Krokorok,60,82,45,45,45,74,8,15
552,Krookodile,95,117,70,65,70,92,8,15
553,Darumaka,70,90,45,15,45,50,1,20
554,Darmanitan,105,140,55,30,55,95,1,20
555,Maractus,75,86,67,106,67,60,3,20
556,Dwebble,50,65,85,35,35,55,11,12
557,Crustle,70,95,125,65,75,45,11,12
558,Scraggy,50,75,70,35,70,48,15,6
559,Scrafty,65,90,115,45,115,58,15,6
560,Sigilyph,72,58,80,103,80,97,10,9
561,Yamask,38,30,85,55,65,30,13,20
562,Cofagrigus,58,50,145,95,105,30,13,20
563,Tirtouga,54,78,103,53,45,22,2,12
564,Carracosta,74,108,133,83,65,32,2,12
565,Archen,55,112,45,74,45,70,12,9
566,Archeops,75,140,65,112,65,110,12,9
567,Trubbish,50,50,62,40,62,65,7,20
568,Garbodor,80,95,82,60,82,75,7,20
569,Zorua,40,65,40,80,40,65,15,20
570,Zoroark,60,105,60,120,60,105,15,20
571,Minccino,55,50,40,40,40,75,0,20
572,Cinccino,75,95,60,65,60,115,0,20
573,Gothita,45,30,50,55,65,45,10,20
574,Gothorita,60,45,70,75,85,55,10,20
575,Gothitelle,70,55,95,95,110,65,10,20
576,Solosis,45,30,40,105,50,20,10,20
577,Duosion,65,40,50,125,60,30,10,20
578,Reuniclus,110,65,75,125,85,30,10,20
579,Ducklett,62,44,50,44,50,55,2,9
580,Swanna,75,87,63,87,63,98,2,9
581,Vanillite,36,50,50,65,60,44,5,20
582,Vanillish,51,65,65,80,75,59,5,20
583,Vanilluxe,71,95,85,110,95,79,5,20
584,Deerling,60,60,50,40,50,75,0,3
585,Sawsbuck,80,100,70,60,70,95,0,3
586,Emolga,55,75,60,75,60,103,4,9
587,Karrablast,50,75,45,40,45,60,11,20
588,Escavalier,70,135,105,60,105,20,11,16
589,Foongus,69,55,45,55,55,15,3,7
590,Amoonguss,114,85,70,85,80,30,3,7
